Date,Platform,Campaign_Type,Ad_Spend_USD,Clicks,Impressions,Conversions,Revenue_USD,Target_Audience,SEO_Keyword,SEO_Search_Volume,SEO_Difficulty,CAC_USD,ROAS
2024-11-02,Instagram,Re-engagement,194.46,2145,20239,10,440.36,Students,top rated productivity app,32419,3.5,19.446,2.2645274092358325
2024-01-15,Instagram,Performance/ROAS,388.42,3427,25980,9,570.23,Working Professionals,best budget planning app,34877,3.8,43.15777777777778,1.468075794243345
2024-02-20,Instagram,App Install,109.67,590,29986,12,0.0,Gen Z,free habit tracker,17999,0.8,9.139166666666666,0.0
2024-12-30,Google Search,Performance/ROAS,372.53,2221,34029,8,152.36,Students,easy goal setting,36339,0.6,46.56625,0.4089871956620944
2024-07-01,Instagram,App Install,119.26,4870,30059,8,0.0,Gen Z,mobile finance solutions,13918,1.6,14.9075,0.0
2024-10-03,Instagram,Performance/ROAS,284.59,3029,37374,18,224.09,Millennials,secure investment tracker,47370,1.0,15.810555555555554,0.7874134720123688
2024-03-04,Google Search,Brand Awareness,41.31,3628,5275,6,630.66,Gen Z,best budget planning app,42531,0.6,6.885000000000001,15.266521423384168
2024-08-02,Facebook,Performance/ROAS,266.68,4201,26696,10,110.98,Gen Z,secure investment tracker,26904,2.1,26.668,0.41615419229038547
2024-08-03,Google Search,Performance/ROAS,397.94,807,47857,8,254.41,Gen Z,secure investment tracker,27930,1.3,49.7425,0.6393174850479972
2024-08-21,Google Search,Re-engagement,15.57,2352,21440,4,10.86,Working Professionals,free habit tracker,30307,2.9,3.8925,0.6974951830443159
2024-04-21,Google Search,Performance/ROAS,328.58,4532,19761,8,906.69,Working Professionals,top rated productivity app,32764,4.3,41.0725,2.7594193194960135
2024-02-12,Facebook,Performance/ROAS,17.54,1506,13339,9,507.02,Students,secure investment tracker,30691,1.9,1.948888888888889,28.90649942987457
2024-01-10,Google Search,Brand Awareness,174.76,1336,42353,10,340.64,Millennials,secure investment tracker,42977,3.3,17.476,1.9491874570840009
2024-02-28,TikTok,Performance/ROAS,380.11,2654,27903,16,992.96,Students,secure investment tracker,19574,3.7,23.756875,2.6122964405040645
2024-06-21,Google Search,Performance/ROAS,142.1,955,15364,11,159.06,Students,free habit tracker,30035,4.0,12.918181818181818,1.1193525686136525
2024-06-02,Facebook,App Install,330.4,3249,48156,7,0.0,Gen Z,free habit tracker,48278,1.0,47.199999999999996,0.0
2024-11-01,Google Search,Brand Awareness,437.85,4225,27563,6,188.74,Students,free habit tracker,30346,0.5,72.97500000000001,0.4310608655932397
2024-11-21,Facebook,Performance/ROAS,333.08,2274,5584,10,587.97,Gen Z,free habit tracker,24254,2.2,33.308,1.7652515912093192
2024-12-02,TikTok,Performance/ROAS,29.76,2129,39140,10,263.06,Students,top rated productivity app,8091,4.2,2.976,8.839381720430108
2024-05-31,Instagram,Performance/ROAS,323.26,4977,48914,15,11.01,Millennials,easy goal setting,37540,4.7,21.550666666666665,0.03405927117490565
2024-08-16,Google Search,Re-engagement,344.02,862,18930,8,430.63,Millennials,easy goal setting,48297,2.2,43.0025,1.2517586186849603
2024-06-10,Facebook,App Install,302.37,739,48387,14,0.0,Working Professionals,best budget planning app,7820,1.8,21.597857142857144,0.0
2024-10-13,Google Search,App Install,440.77,4844,14135,7,0.0,Students,free habit tracker,19179,3.4,62.96714285714285,0.0
2024-07-12,Facebook,Performance/ROAS,288.82,999,34672,11,441.42,Students,best budget planning app,5768,3.7,26.256363636363634,1.5283567619970917
2024-05-24,Instagram,Performance/ROAS,227.14,2290,10181,7,875.57,Millennials,best budget planning app,5675,1.3,32.44857142857143,3.854759179360747
2024-03-09,Facebook,Re-engagement,85.02,3418,32187,13,166.03,Gen Z,free habit tracker,46857,2.9,6.54,1.9528346271465538
2024-07-18,Instagram,Performance/ROAS,179.26,4942,35959,10,705.38,Working Professionals,best budget planning app,6610,3.9,17.926,3.934954814236305
2024-12-25,Google Search,Performance/ROAS,189.86,2047,6995,10,366.04,Gen Z,secure investment tracker,5196,1.3,18.986,1.9279469082481828
2024-02-15,Facebook,Performance/ROAS,162.38,2899,18368,12,743.32,Students,mobile finance solutions,11640,1.4,13.531666666666666,4.577657346963912
2024-10-07,Google Search,Performance/ROAS,107.4,749,43979,14,397.93,Students,mobile finance solutions,36178,2.8,7.671428571428572,3.70512104283054
2024-03-08,Google Search,Performance/ROAS,375.5,672,11525,8,556.97,Students,mobile finance solutions,36690,3.3,46.9375,1.4832756324900134
2024-05-24,Facebook,App Install,112.54,247,33884,6,0.0,Gen Z,best budget planning app,49702,4.0,18.756666666666668,0.0
2024-10-18,TikTok,Re-engagement,397.59,4333,46483,10,458.71,Gen Z,mobile finance solutions,18178,0.6,39.759,1.1537262003571518
2024-11-02,Google Search,Performance/ROAS,471.26,4118,11153,17,742.18,Students,mobile finance solutions,32112,0.5,27.721176470588233,1.5748843525866825
2024-01-24,Google Search,Performance/ROAS,88.99,2489,46498,10,722.86,Millennials,top rated productivity app,34993,1.2,8.899,8.122935161254075
2024-06-27,Facebook,Re-engagement,320.46,3488,3770,7,232.12,Students,top rated productivity app,46961,2.7,45.779999999999994,0.7243337702053299
2024-10-11,Facebook,Re-engagement,309.35,813,28555,11,607.17,Students,top rated productivity app,36904,4.9,28.122727272727275,1.9627283012768706
2024-11-13,Facebook,Performance/ROAS,178.0,2745,29425,8,765.56,Students,easy goal setting,40211,3.0,22.25,4.300898876404494
2024-12-16,Facebook,Performance/ROAS,289.98,4666,14966,12,230.89,Gen Z,free habit tracker,48769,2.6,24.165000000000003,0.7962273260224842
2024-04-13,Google Search,Performance/ROAS,237.32,1131,34996,7,520.19,Gen Z,top rated productivity app,23172,3.4,33.902857142857144,2.191934940165178
2024-11-29,Instagram,App Install,46.77,4180,34713,14,0.0,Students,secure investment tracker,17445,3.3,3.3407142857142857,0.0
2024-10-03,Facebook,Performance/ROAS,378.55,3656,39013,14,470.32,Millennials,best budget planning app,43235,2.2,27.039285714285715,1.242425042926958
2024-04-07,TikTok,App Install,43.18,238,37366,14,0.0,Gen Z,free habit tracker,10564,4.8,3.084285714285714,0.0
2024-03-27,Google Search,Performance/ROAS,175.26,3633,32544,9,950.43,Students,top rated productivity app,11877,3.0,19.473333333333333,5.422971585073605
2024-01-25,Facebook,Performance/ROAS,130.02,488,8413,6,411.54,Gen Z,best budget planning app,28856,2.3,21.67,3.165205353022612
2024-02-18,Facebook,Brand Awareness,237.07,4675,10964,7,638.55,Gen Z,easy goal setting,20906,0.9,33.86714285714286,2.6935082465094697
2024-01-10,Facebook,Re-engagement,90.81,2627,40209,10,927.95,Working Professionals,free habit tracker,5101,4.3,9.081,10.218588261204713
2024-02-03,Google Search,Re-engagement,207.26,3998,42875,8,212.25,Gen Z,mobile finance solutions,12417,1.0,25.9075,1.0240760397568272
2024-02-09,Facebook,Performance/ROAS,38.44,1508,42657,16,925.87,Working Professionals,secure investment tracker,13489,2.7,2.4025,24.08610822060354
2024-01-24,Google Search,Performance/ROAS,341.05,1961,30199,4,11.845,Gen Z,top rated productivity app,12631,3.2,85.2625,0.034730977862483504
2024-12-17,Facebook,Performance/ROAS,230.61,95,48581,12,507.25,Working Professionals,top rated productivity app,23910,4.2,19.2175,2.199601058063397
2024-07-25,Google Search,App Install,152.17,2662,5955,11,0.0,Working Professionals,free habit tracker,34069,4.7,13.833636363636362,0.0
2024-07-12,Instagram,Re-engagement,161.81,597,36211,6,876.24,Gen Z,secure investment tracker,32371,4.6,26.968333333333334,5.415240096409369
2024-01-30,Google Search,App Install,166.25,4788,36106,10,0.0,Working Professionals,free habit tracker,38879,3.1,16.625,0.0
2024-03-28,Instagram,Performance/ROAS,351.8,342,42429,6,290.26,Gen Z,free habit tracker,4836,5.0,58.63333333333333,0.8250710631040363
2024-12-19,Google Search,Brand Awareness,284.58,77,18419,13,521.3,Students,easy goal setting,36999,1.0,21.89076923076923,1.8318223346686344
2024-07-02,Google Search,Re-engagement,349.9,2993,32001,12,809.42,Gen Z,top rated productivity app,23719,3.1,29.15833333333333,2.31328951128894
2024-11-15,Facebook,App Install,145.96,1900,20907,8,0.0,Millennials,mobile finance solutions,18485,4.7,18.245,0.0
2024-11-09,Google Search,Performance/ROAS,15.86,913,9208,15,257.94,Gen Z,easy goal setting,5871,2.9,1.0573333333333332,16.26355611601513
2024-02-28,TikTok,Performance/ROAS,449.31,3954,16072,17,27.02,Students,top rated productivity app,27525,1.3,26.43,0.06013665398054795
2024-06-05,Facebook,Performance/ROAS,422.43,2761,44168,10,289.23,Millennials,top rated productivity app,4427,3.5,42.243,0.6846814856899368
2024-06-22,TikTok,Re-engagement,200.29,391,21506,10,34.23,Working Professionals,easy goal setting,20140,3.2,20.029,0.17090219182185828
2024-07-28,Facebook,Performance/ROAS,57.94,4418,15936,13,352.69,Millennials,top rated productivity app,10202,0.6,4.4569230769230765,6.087159130134622
2024-10-01,Instagram,App Install,9.38,1752,29585,6,0.0,Students,best budget planning app,1780,1.6,1.5633333333333335,0.0
2024-10-24,Google Search,Performance/ROAS,209.05,272,36425,9,573.88,Millennials,top rated productivity app,4701,4.4,23.227777777777778,2.745180578808897
2024-12-20,Facebook,App Install,286.69,4601,23206,12,0.0,Working Professionals,free habit tracker,33917,1.8,23.890833333333333,0.0
2024-04-08,TikTok,Re-engagement,350.83,3058,8086,10,457.71,Students,mobile finance solutions,21094,3.9,35.083,1.3046489752871762
2024-01-18,Facebook,Performance/ROAS,227.66,1809,45282,6,113.79,Students,free habit tracker,48526,3.6,37.943333333333335,0.49982429939383294
2024-06-14,Instagram,Re-engagement,148.9,1416,13028,12,245.33,Working Professionals,top rated productivity app,22385,5.0,12.408333333333333,1.6476158495634654
2024-11-03,Instagram,Performance/ROAS,170.84,3097,38461,10,31.14,Millennials,secure investment tracker,14461,4.6,17.084,0.1822758136267853
2024-03-14,Instagram,Performance/ROAS,356.19,3310,18675,5,754.31,Working Professionals,free habit tracker,20346,1.2,71.238,2.1177180718156037
2024-04-22,Google Search,Performance/ROAS,139.3,664,11193,9,737.52,Gen Z,easy goal setting,43065,4.3,15.47777777777778,5.294472361809045
2024-10-08,Google Search,Re-engagement,137.3,3575,39678,10,93.08,Gen Z,top rated productivity app,4230,4.0,13.73,0.677931536780772
2024-08-28,Facebook,Performance/ROAS,55.0,4573,3393,9,100.61,Students,top rated productivity app,49922,2.7,6.111111111111111,1.8292727272727272
2024-09-28,Instagram,Performance/ROAS,14.03,3958,21738,8,716.16,Students,best budget planning app,32579,3.9,1.75375,51.04490377761939
2024-09-11,Instagram,App Install,388.23,2338,10716,9,0.0,Millennials,easy goal setting,30053,3.4,43.13666666666667,0.0
2024-08-18,Google Search,App Install,11.67,3296,29956,17,0.0,Students,best budget planning app,10031,1.4,0.6864705882352942,0.0
2024-01-14,Instagram,Performance/ROAS,439.79,344,42020,10,185.78,Millennials,easy goal setting,49669,1.8,43.979,0.42242888651401805
2024-10-27,Facebook,Performance/ROAS,16.57,1879,25583,11,17.01,Gen Z,free habit tracker,30065,0.9,1.5063636363636363,1.0265540132770068
2024-09-08,Google Search,Performance/ROAS,53.83,655,22896,15,277.96,Students,best budget planning app,857,1.5,3.5886666666666667,5.163663384729705
2024-09-18,Instagram,Performance/ROAS,193.56,1809,10371,18,149.76,Gen Z,best budget planning app,21176,3.1,10.753333333333334,0.7737135771853688
2024-06-22,Facebook,Performance/ROAS,259.84,4234,37285,9,342.45,Working Professionals,easy goal setting,49060,1.9,28.87111111111111,1.3179264162561577
2024-06-27,TikTok,Re-engagement,20.8,1014,19819,11,530.58,Gen Z,easy goal setting,9071,1.1,1.8909090909090909,25.508653846153848
2024-04-08,Instagram,Brand Awareness,398.64,2611,15208,12,395.99,Millennials,top rated productivity app,32671,0.9,33.22,0.9933523981537227
2024-05-23,Google Search,Performance/ROAS,123.87,3859,30340,13,312.73,Students,mobile finance solutions,39267,2.7,9.528461538461539,2.5246629530959876
2024-09-13,Facebook,App Install,291.3,449,10374,10,0.0,Millennials,mobile finance solutions,13658,4.3,29.130000000000003,0.0
2024-12-15,Facebook,Performance/ROAS,39.88,178,2087,8,625.96,Millennials,easy goal setting,44569,0.8,4.985,15.696088264794383
2024-01-03,TikTok,App Install,433.42,4815,38605,5,0.0,Working Professionals,secure investment tracker,19790,1.5,86.684,0.0
2024-04-02,TikTok,Brand Awareness,348.95,416,32865,13,665.47,Gen Z,easy goal setting,32883,2.3,26.842307692307692,1.9070640492907294
2024-01-13,Google Search,App Install,243.75,1456,1448,16,0.0,Gen Z,best budget planning app,24625,1.7,15.234375,0.0
2024-05-28,Google Search,App Install,475.22,3117,40378,15,0.0,Millennials,secure investment tracker,7981,3.2,31.681333333333335,0.0
2024-05-31,Google Search,App Install,80.83,2292,36923,15,0.0,Students,secure investment tracker,22224,3.1,5.3886666666666665,0.0
2024-01-29,Google Search,Performance/ROAS,58.82,3070,5135,12,470.3,Gen Z,mobile finance solutions,8588,2.3,4.901666666666666,7.995579734784087
2024-02-17,TikTok,Re-engagement,163.58,4251,22151,8,319.52,Millennials,secure investment tracker,3540,2.0,20.4475,1.9532950238415452
2024-08-02,Google Search,Performance/ROAS,21.97,171,17703,12,118.33,Millennials,secure investment tracker,32900,3.7,1.8308333333333333,5.385980883022303
2024-10-15,Facebook,Performance/ROAS,204.03,320,8392,18,512.71,Millennials,secure investment tracker,30100,4.2,11.335,2.5129147674361616
2024-07-07,Instagram,Performance/ROAS,244.66,120,21101,17,371.66,Gen Z,mobile finance solutions,48938,3.0,14.391764705882352,1.5190877135616776
2024-02-25,Google Search,Performance/ROAS,117.16,714,5120,14,87.37,Students,mobile finance solutions,2732,0.9,8.368571428571428,0.7457323318538751
2024-08-19,Google Search,Performance/ROAS,420.96,1404,6812,12,392.25,Gen Z,best budget planning app,3981,1.7,35.08,0.9317987457240593
2024-02-06,Google Search,Re-engagement,322.37,2100,42574,17,954.83,Gen Z,best budget planning app,4262,0.8,18.96294117647059,2.9619071253528557
2024-01-18,Google Search,Performance/ROAS,212.09,2068,1549,14,308.18,Millennials,easy goal setting,43767,0.5,15.149285714285714,1.4530623791786506
2024-02-15,Google Search,Brand Awareness,289.54,2844,26608,5,609.82,Millennials,easy goal setting,13539,1.1,57.908,2.1061684050562963
2024-04-09,Instagram,Performance/ROAS,132.78,265,35055,10,129.02,Working Professionals,easy goal setting,2001,1.6,13.278,0.9716824823015515
2024-10-24,Facebook,App Install,439.45,1202,41335,15,0.0,Students,top rated productivity app,22518,0.9,29.296666666666667,0.0
2024-10-04,Google Search,Performance/ROAS,52.66,4108,33812,7,467.68,Working Professionals,free habit tracker,26963,1.0,7.522857142857142,8.881124192935815
2024-11-29,Google Search,App Install,280.41,236,24131,14,0.0,Students,free habit tracker,30000,3.7,20.029285714285717,0.0
2024-10-11,Facebook,Re-engagement,313.25,2461,31860,11,139.97,Working Professionals,easy goal setting,28844,0.7,28.477272727272727,0.4468316041500399
2024-02-10,Google Search,Re-engagement,452.75,4747,47238,7,29.58,Students,free habit tracker,29703,0.8,64.67857142857143,0.06533406957482053
2024-03-24,Facebook,Performance/ROAS,477.13,2182,38029,4,36.523,Millennials,top rated productivity app,21551,3.8,119.2825,0.0765472722318865
2024-06-08,Facebook,Brand Awareness,127.06,4930,10216,7,447.27,Working Professionals,secure investment tracker,44004,4.5,18.15142857142857,3.520147961592948
2024-02-11,Google Search,App Install,86.03,4284,16459,8,0.0,Students,mobile finance solutions,29420,2.5,10.75375,0.0
2024-09-17,Google Search,Performance/ROAS,42.53,3922,46038,11,558.17,Millennials,easy goal setting,10695,0.7,3.8663636363636367,13.124147660474957
2024-09-07,Google Search,App Install,499.09,1890,38685,8,0.0,Gen Z,secure investment tracker,23349,1.0,62.38625,0.0
2024-08-20,Google Search,Performance/ROAS,55.44,848,4023,10,151.95,Students,mobile finance solutions,27449,1.6,5.544,2.740800865800866
2024-08-16,Google Search,Performance/ROAS,152.65,2973,5057,8,578.7,Students,secure investment tracker,752,3.9,19.08125,3.791025221094006
2024-07-21,Google Search,Re-engagement,470.75,1509,23253,8,320.09,Working Professionals,best budget planning app,1984,0.5,58.84375,0.6799575146043547
2024-10-04,Facebook,App Install,209.41,4241,21133,11,0.0,Working Professionals,mobile finance solutions,29253,4.1,19.037272727272725,0.0
2024-07-03,Google Search,App Install,170.09,200,17857,9,0.0,Working Professionals,top rated productivity app,29803,2.6,18.89888888888889,0.0
2024-03-22,Facebook,Performance/ROAS,113.87,4661,7001,11,263.85,Working Professionals,mobile finance solutions,28106,1.5,10.351818181818182,2.3171160094845
2024-11-29,Facebook,Re-engagement,339.04,801,15349,11,174.52,Working Professionals,mobile finance solutions,30922,2.2,30.821818181818184,0.5147475224162341
2024-11-21,Facebook,Performance/ROAS,11.58,4427,15943,8,512.73,Working Professionals,best budget planning app,40346,1.5,1.4475,44.27720207253886
2024-09-11,Google Search,App Install,260.75,4931,7227,10,0.0,Gen Z,secure investment tracker,31239,1.9,26.075,0.0
2024-09-23,Google Search,Performance/ROAS,424.57,1575,16782,8,534.88,Gen Z,secure investment tracker,22034,3.8,53.07125,1.2598158136467486
2024-11-20,Instagram,Performance/ROAS,225.95,502,19409,9,791.62,Gen Z,easy goal setting,47311,1.1,25.105555555555554,3.503518477539279
2024-05-19,Google Search,App Install,241.16,4703,35564,10,0.0,Students,top rated productivity app,47003,4.3,24.116,0.0
2024-12-06,Facebook,Re-engagement,259.72,4348,33451,12,589.97,Working Professionals,secure investment tracker,1914,4.6,21.643333333333334,2.271561681811181
2024-10-31,Google Search,App Install,121.5,1868,39071,8,0.0,Gen Z,secure investment tracker,21615,4.7,15.1875,0.0
2024-06-06,Instagram,App Install,74.66,3121,5151,10,0.0,Students,secure investment tracker,35037,2.0,7.465999999999999,0.0
2024-01-16,Google Search,Performance/ROAS,65.17,4417,7644,17,991.29,Working Professionals,free habit tracker,46468,1.1,3.833529411764706,15.210833205462635
2024-10-27,Instagram,Brand Awareness,36.42,757,29895,14,332.69,Working Professionals,easy goal setting,16394,3.6,2.6014285714285714,9.134816035145525
2024-01-18,Google Search,Performance/ROAS,487.08,162,12130,6,814.02,Millennials,free habit tracker,18151,2.1,81.17999999999999,1.6712244395171225
2024-06-30,Facebook,Performance/ROAS,316.87,2041,31941,11,814.42,Students,free habit tracker,46767,2.4,28.80636363636364,2.5702022911604128
2024-02-05,Facebook,Brand Awareness,476.16,2545,18578,10,480.93,Millennials,best budget planning app,41584,2.8,47.616,1.0100176411290323
2024-05-20,Google Search,Performance/ROAS,486.94,916,48376,9,88.97,Working Professionals,secure investment tracker,19897,0.9,54.10444444444445,0.18271244917238263
2024-06-25,Google Search,App Install,295.88,1033,48586,13,0.0,Working Professionals,easy goal setting,11511,1.4,22.759999999999998,0.0
2024-02-12,Google Search,App Install,87.3,4181,49306,10,0.0,Gen Z,top rated productivity app,29359,1.1,8.73,0.0
2024-05-31,Google Search,Brand Awareness,433.01,4415,3340,8,835.9,Students,free habit tracker,37806,4.3,54.12625,1.9304404055333595
2024-03-14,Google Search,Performance/ROAS,27.79,3435,32561,14,766.66,Working Professionals,best budget planning app,42314,1.1,1.9849999999999999,27.58762144656351
2024-09-01,Facebook,Performance/ROAS,77.48,4776,795,16,927.94,Working Professionals,mobile finance solutions,30771,3.8,4.8425,11.976510067114093
2024-03-14,Google Search,Performance/ROAS,417.21,4324,18528,11,355.72,Millennials,best budget planning app,17615,1.6,37.92818181818182,0.8526161884902089
2024-12-04,Google Search,App Install,193.85,2829,46607,12,0.0,Gen Z,free habit tracker,3080,1.4,16.154166666666665,0.0
2024-04-10,Google Search,Performance/ROAS,107.35,1038,6035,8,391.71,Gen Z,top rated productivity app,43998,4.9,13.41875,3.648905449464369
2024-11-28,Instagram,Performance/ROAS,309.95,1485,34774,6,835.92,Gen Z,top rated productivity app,30918,2.4,51.65833333333333,2.6969511211485724
2024-05-05,Instagram,App Install,71.16,4690,14553,14,0.0,Millennials,free habit tracker,7560,3.7,5.082857142857143,0.0
2024-02-20,Google Search,Performance/ROAS,161.43,3086,16301,10,378.26,Gen Z,top rated productivity app,15632,1.7,16.143,2.3431828036920024
2024-05-26,Google Search,Brand Awareness,159.68,3496,48935,7,309.86,Gen Z,top rated productivity app,45491,1.0,22.81142857142857,1.940506012024048
2024-03-31,Google Search,Performance/ROAS,225.93,140,28462,11,491.01,Working Professionals,free habit tracker,43119,1.6,20.53909090909091,2.1732837604567785
2024-05-27,Google Search,App Install,340.35,533,43932,11,0.0,Students,easy goal setting,11247,0.6,30.94090909090909,0.0
2024-08-02,Google Search,Performance/ROAS,445.66,4693,955,9,135.61,Working Professionals,mobile finance solutions,10992,3.2,49.51777777777778,0.30429026612215593
2024-12-02,TikTok,App Install,380.33,3634,45871,16,0.0,Gen Z,top rated productivity app,22602,1.5,23.770625,0.0
2024-07-07,Facebook,Re-engagement,110.25,1025,12112,11,778.8,Students,mobile finance solutions,45084,1.0,10.022727272727273,7.0639455782312925
2024-09-30,Instagram,Performance/ROAS,123.71,2348,33101,9,210.88,Students,easy goal setting,26609,3.6,13.745555555555555,1.7046318001778353
2024-12-13,Instagram,Performance/ROAS,226.63,3778,7908,15,162.54,Working Professionals,mobile finance solutions,49393,2.8,15.108666666666666,0.7172042536292635
2024-01-23,Google Search,Performance/ROAS,96.34,1233,29755,6,547.5,Millennials,easy goal setting,27666,1.6,16.05666666666667,5.682997716421009
2024-12-23,Facebook,Re-engagement,448.16,3790,5367,12,624.5,Working Professionals,top rated productivity app,24020,1.3,37.34666666666667,1.3934755444484113
2024-02-14,Facebook,Performance/ROAS,287.39,1346,46844,10,214.79,Gen Z,free habit tracker,4400,4.6,28.738999999999997,0.7473816068756742
2024-07-19,Google Search,Brand Awareness,79.62,684,1514,11,579.82,Working Professionals,mobile finance solutions,2465,2.4,7.238181818181818,7.282341120321528
2024-04-03,Facebook,App Install,398.59,3824,49126,8,0.0,Gen Z,free habit tracker,6146,3.0,49.82375,0.0
2024-02-12,Facebook,Performance/ROAS,428.01,4795,40326,11,820.4,Working Professionals,easy goal setting,48127,3.9,38.91,1.9167776453821173
2024-04-25,Instagram,App Install,90.55,4368,13728,11,0.0,Millennials,easy goal setting,49946,0.9,8.231818181818182,0.0
2024-08-20,Google Search,Performance/ROAS,477.44,4564,26261,18,57.46,Students,mobile finance solutions,14372,4.3,26.524444444444445,0.12035020107238606
2024-12-10,Instagram,Performance/ROAS,488.5,1987,20304,10,247.98,Students,top rated productivity app,18096,2.6,48.85,0.5076356192425793
2024-11-16,Google Search,Performance/ROAS,446.8,2411,36646,12,589.1,Millennials,best budget planning app,36772,1.9,37.233333333333334,1.3184870188003581
2024-06-06,Facebook,App Install,279.89,1079,4094,16,0.0,Millennials,secure investment tracker,5934,0.9,17.493125,0.0
2024-07-30,Google Search,App Install,78.75,148,44537,14,0.0,Students,easy goal setting,28476,2.7,5.625,0.0
2024-06-03,Google Search,Performance/ROAS,403.24,719,15701,11,640.68,Gen Z,secure investment tracker,35870,2.3,36.658181818181816,1.5888304731673444
2024-06-03,Google Search,Brand Awareness,236.91,168,4963,4,34.968,Millennials,top rated productivity app,26947,2.8,59.2275,0.1476003545650247
2024-03-19,Facebook,Performance/ROAS,342.17,3878,9944,9,481.89,Working Professionals,top rated productivity app,13701,4.9,38.01888888888889,1.4083350381389368
2024-03-22,Google Search,Performance/ROAS,121.32,4456,29152,7,245.11,Gen Z,top rated productivity app,8574,4.4,17.33142857142857,2.0203593801516653
2024-01-08,Facebook,App Install,207.77,4074,31712,12,0.0,Working Professionals,top rated productivity app,19796,0.8,17.31416666666667,0.0
2024-04-20,Facebook,App Install,453.96,4810,47151,9,0.0,Students,best budget planning app,15449,0.6,50.44,0.0
2024-10-21,Facebook,Brand Awareness,396.28,3230,20883,17,891.6,Gen Z,free habit tracker,28284,2.5,23.310588235294116,2.2499242959523573
2024-09-05,Google Search,Performance/ROAS,136.88,4201,31429,13,720.14,Millennials,best budget planning app,8544,0.9,10.529230769230768,5.261104617182934
2024-06-17,Facebook,Performance/ROAS,465.69,4000,11905,9,326.31,Students,mobile finance solutions,11221,2.4,51.74333333333333,0.7007021838562134
2024-05-11,Facebook,Performance/ROAS,370.06,1495,40551,8,718.32,Working Professionals,top rated productivity app,45475,4.8,46.2575,1.9410906339512513
2024-09-12,Google Search,Brand Awareness,410.65,4627,14347,10,150.47,Students,best budget planning app,43389,2.7,41.065,0.3664190916839158
2024-04-28,TikTok,Performance/ROAS,291.33,1376,3081,11,60.21,Gen Z,easy goal setting,18846,2.2,26.484545454545454,0.2066728452270621
2024-05-03,Google Search,Performance/ROAS,193.44,856,19364,9,808.58,Working Professionals,free habit tracker,35437,3.4,21.493333333333332,4.180004135649297
2024-07-09,Google Search,Performance/ROAS,127.13,592,13512,10,334.22,Gen Z,secure investment tracker,49314,1.3,12.713,2.628962479351845
2024-10-09,TikTok,Re-engagement,340.85,1022,31369,11,575.53,Working Professionals,top rated productivity app,32111,3.4,30.986363636363638,1.6885140090949096
2024-05-29,Instagram,Performance/ROAS,77.61,4952,11904,7,439.35,Students,easy goal setting,15471,2.4,11.087142857142856,5.660997294163123
2024-07-12,Instagram,Re-engagement,30.49,1389,18574,8,863.77,Students,easy goal setting,43941,1.9,3.81125,28.329616267628733
2024-05-02,Google Search,Re-engagement,124.97,1389,11310,17,843.81,Millennials,top rated productivity app,17636,4.3,7.351176470588236,6.752100504120989
2024-08-25,Facebook,Performance/ROAS,203.33,1398,12194,10,581.97,Millennials,top rated productivity app,44495,3.5,20.333000000000002,2.8621944622042985
2024-03-08,Google Search,App Install,161.1,3023,23073,18,0.0,Gen Z,mobile finance solutions,33204,3.3,8.95,0.0
2024-10-17,Facebook,Performance/ROAS,328.77,1546,21063,5,854.43,Students,secure investment tracker,33326,1.1,65.75399999999999,2.598868509900538
2024-08-28,Google Search,Performance/ROAS,374.98,3863,22773,12,744.52,Students,free habit tracker,11587,4.6,31.248333333333335,1.9854925596031787
2024-04-06,Google Search,App Install,246.22,1865,8483,11,0.0,Gen Z,best budget planning app,24373,4.8,22.383636363636363,0.0
2024-06-16,Google Search,App Install,393.7,142,45081,10,0.0,Gen Z,easy goal setting,28320,0.7,39.37,0.0
2024-06-08,Facebook,Performance/ROAS,173.94,1243,24073,13,650.83,Millennials,easy goal setting,31080,1.7,13.379999999999999,3.7416925376566637
2024-12-28,Facebook,App Install,298.72,4204,7770,8,0.0,Working Professionals,free habit tracker,1698,2.3,37.34,0.0
2024-06-17,Google Search,Re-engagement,27.41,1942,12388,13,324.61,Gen Z,best budget planning app,15773,1.1,2.1084615384615386,11.842758117475375
2024-02-04,Google Search,App Install,425.43,83,24909,14,0.0,Working Professionals,secure investment tracker,36435,4.1,30.387857142857143,0.0
2024-10-06,Facebook,Performance/ROAS,471.88,2808,5945,7,60.84,Gen Z,easy goal setting,44597,3.8,67.41142857142857,0.12893108417394253
2024-11-22,Google Search,Performance/ROAS,34.41,247,25740,13,797.03,Working Professionals,easy goal setting,2258,2.9,2.6469230769230765,23.162743388549842
2024-02-23,Google Search,Performance/ROAS,459.42,3202,11391,9,550.29,Millennials,best budget planning app,30029,1.4,51.04666666666667,1.1977928692699489
2024-03-15,Google Search,Performance/ROAS,198.37,1765,32201,9,465.08,Millennials,top rated productivity app,15727,2.8,22.04111111111111,2.3445077380652317
2024-06-13,Google Search,Performance/ROAS,282.78,869,39063,6,675.69,Working Professionals,easy goal setting,41303,1.2,47.129999999999995,2.3894546997666035
2024-05-24,Google Search,Performance/ROAS,24.75,1253,42292,9,335.79,Working Professionals,free habit tracker,5108,2.5,2.75,13.567272727272728
2024-08-20,Google Search,App Install,467.88,4198,46964,13,0.0,Millennials,secure investment tracker,16556,2.4,35.99076923076923,0.0
